"","Sample_1","Sample_2","Sample_3","Sample_4","Sample_5","Sample_6","Sample_7","Sample_8","Sample_9","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_30","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_46","Sample_47","Sample_48","Sample_49","Sample_50","Sample_51","Sample_52","Sample_53","Sample_54","Sample_55","Sample_56","Sample_57","Sample_58","Sample_59","Sample_60","Sample_61","Sample_62","Sample_63","Sample_64","Sample_65","Sample_66","Sample_67","Sample_68","Sample_69","Sample_70","Sample_71","Sample_72","Sample_73","Sample_74","Sample_75","Sample_76","Sample_77","Sample_78","Sample_79","Sample_80","Sample_81","Sample_82","Sample_83","Sample_84","Sample_85","Sample_86","Sample_87","Sample_88","Sample_89","Sample_90","Sample_91","Sample_92","Sample_93","Sample_94","Sample_95","Sample_96","Sample_97","Sample_98","Sample_99","Sample_100"
"Fusicatenibacter",14048,7948,15591,6272,22796,23640,22294,38989,14838,41580,12719,14354,8207,16859,15004,62057,2318,53802,920,10610,28896,13463,30115,22745,39143,29237,99813,0,9545,11904,6271,35505,37089,32207,10210,0,9764,6083,18626,36661,22389,3449,296,45848,99208,2819,6787,16275,6497,20814,10503,24140,16475,16102,7493,5313,4056,54042,4808,7261,0,2459,19234,14317,21700,5257,1367,18710,2990,792,23099,29713,29618,2227,12009,2906,26642,0,18982,96003,52259,73913,29269,29389,28530,25076,6851,20660,13264,7719,19281,9283,7329,6670,3484,6663,13373,5594,1091,15540
"Lachnoclostridium",0,0,0,0,2809,0,0,229,0,0,544,0,0,0,0,24055,0,0,0,2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20193,0,6447,2828,0,0,0,0,0,0,0,0,0,0,333,1448,0,0,1524,0,0,0,1088,0,0,0,0,0,0,0,0,0,5693,0,0,37755,0,0,0,0,0,0,0,0,0,3840,0,0,0,0,0,27097,0,0,0,0,0,0
"Lachnospiraceae_unclassified",42581,0,60885,64972,103185,83381,808,37338,20186,15744,2458,37592,98719,22854,30641,33998,27777,1094,9844,0,2414,3010,11770,82373,50407,75779,11688,0,4862,10729,3388,140825,133051,121454,44555,4240,26546,4220,0,134525,21237,2755,2447,0,0,0,17738,1286,23782,15260,22327,1128,8276,2750,91808,12502,24875,34931,2236,69362,0,7072,7317,60186,13289,53949,0,9287,476,1436,12822,105531,164706,8889,0,769,79570,0,44083,52755,26649,6393,2075,0,167141,0,6436,1022,48509,0,5063,6068,79744,107552,0,2841,76875,0,25038,67389
"Lachnospira",0,19239,0,0,0,52880,14388,0,13697,17203,33798,21767,37922,51261,29002,0,36997,17135,0,6559,34185,19277,0,22919,67773,35459,29826,0,9119,32087,55168,0,0,0,104703,9542,52584,0,47706,0,16507,0,0,116865,0,0,0,3095,14981,0,2023,0,0,32486,30416,0,5516,59828,49078,0,0,0,88609,0,0,13156,0,97014,19265,0,182769,41432,23521,7690,0,32328,27204,0,0,152301,0,9594,446,0,54651,0,17131,0,0,0,0,20362,1157,33344,0,30530,0,0,0,81893
"Murimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia",499648,106785,81136,104209,292640,24670,95344,137899,131268,144927,0,110516,117931,32076,299334,159839,61582,239126,178948,11030,17283,394478,178036,119422,150750,69852,87821,41474,43954,72277,126805,146556,312023,31062,107316,177394,38539,39521,80204,85106,196096,63492,29322,321551,453432,128245,110619,26891,91648,176332,21813,13612,98834,277263,324136,134464,17328,141409,52652,47032,1281,9699,31314,45658,57181,119682,384093,116498,51132,5287,247875,170916,239043,155004,100174,76380,172744,36121,44494,213286,2711,29062,23030,94237,59868,26575,40544,78215,93201,92795,43596,16022,53271,88707,155263,121201,164583,59946,13981,91044
"Sellimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyzzerella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter",7896,32480,6256,9170,736,5726,0,35295,18434,34140,5443,32164,6995,16480,13168,0,6036,7644,11285,1571,13630,38049,19593,8517,23515,46268,17196,9290,5020,5044,43845,31196,0,12595,16901,33318,24245,12381,43860,0,15293,5412,0,4979,0,3342,30388,6706,15720,18861,27230,6986,13582,25454,0,0,0,18133,4585,22684,8318,4991,41615,417,21169,2736,42440,20324,18916,21407,3151,0,49462,28843,0,7198,5121,0,684,3822,1316,20625,28307,45821,32753,2967,3532,20054,8659,14331,1269,24599,4989,0,0,14846,9383,3936,11707,17
"Clostridioides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Intestinibacter",0,0,0,0,0,0,2049,0,0,0,0,0,0,0,0,0,9043,0,4045,0,0,0,0,0,0,0,0,0,0,0,0,0,1692,0,0,0,0,0,0,0,0,0,0,280,0,0,0,1177,0,0,0,4869,0,0,6529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,871,0,714,0,0,0,0,6040,0,0,0,0,0,678,0,0,1023,0,0,380,0,0,0
"Paeniclostridium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Romboutsia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agathobaculum",3363,4322,3963,3280,649,2645,26011,1382,8951,3834,0,2424,2947,8783,663,0,1624,3979,309,279,0,562,4051,759,3196,21117,1652,160,1125,2087,4440,0,4201,21999,4932,3697,4080,1443,7567,0,13130,178,3253,6869,0,2280,8815,2501,1962,6694,4064,932,96,622,18466,2606,3783,1671,13637,1104,0,571,653,122,3739,1350,1209,2733,280,306,0,4225,2012,2349,1757,0,7629,0,1618,0,660,3212,2093,2076,10851,326,10003,2864,339,0,987,10330,1809,853,0,6387,3148,0,247,1995
"Anaerofilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaeromassilibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,546,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,4771,0,0,0,202,0,0,0,0,0,0,0,474,0,482,0,0,0,237,43,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2065,3121,0,0,0,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerotruncus",0,0,0,0,0,0,0,1227,0,0,0,0,0,0,0,0,0,0,0,22111,1128,0,0,0,54340,0,0,0,779,0,0,0,522,0,0,0,0,0,0,0,29903,0,0,0,8222,2683,0,0,0,281,0,0,0,0,0,0,1810,34496,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,24432,0,0,1524,0,0,0,3365,0,0,551,10060,0,1532,2907,41951,0,0,0,0,0,0,0
"Faecalibacterium",559737,81029,128990,103314,279116,137429,43603,168085,137845,248628,46931,253584,146817,84681,329370,277587,95925,179993,87273,165658,113316,151012,56240,217576,162941,236016,107851,39918,160904,266256,128749,66379,145839,163169,129709,34641,218832,222494,255778,382641,149223,88361,0,365453,126049,54573,91507,203016,259699,404787,66517,121910,164088,162759,290746,127185,177761,100571,268198,149504,38609,38267,255771,164276,118016,105864,212043,104280,172783,159300,289164,74764,406243,56706,292145,89500,222453,0,343899,88069,40782,39442,27322,93646,241380,61764,74723,197697,198828,266288,240372,257912,543303,40083,277169,191913,228000,110434,171383,149308
"Flavonifractor",933,5142,926,0,10905,3653,7574,3096,0,2203,0,43,45,0,5926,54751,0,10569,180,10648,6794,749,2596,0,47,0,5453,0,531,1795,0,793,14696,3211,1387,0,924,0,0,3845,0,0,3169,3838,12722,30861,2549,0,3456,2117,0,0,0,17372,5996,6353,4376,10729,2332,0,0,0,0,0,168,1709,0,15424,0,0,12130,2176,14269,0,19686,0,0,132401,0,1576,0,1259,819,0,91,0,0,6477,5338,0,14726,1500,0,33130,12124,0,1228,570,0,5852
"Gemmiger",3012,1156,2114,1050,0,481,553,3994,514,11290,386,641,667,1137,5564,0,4662,239,435,152,6394,156,0,3412,974,2296,2129,0,0,10486,2529,13404,2682,4689,733,0,2842,802,8865,4049,3218,584,0,12675,0,0,2053,247,624,777,2887,10588,2791,1399,528,0,0,4135,2078,0,0,832,465,1939,8093,0,243,1991,707,511,3024,3405,1966,0,0,2221,1087,0,1714,1687,379,0,965,3674,2092,1774,2998,94,1835,539,0,154,813,0,1304,511,6033,0,504,1883
"Harryflintia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoflavonifractor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcaceae_unclassified",0,745,42220,635776,0,3064,0,81331,0,91155,426,0,112690,0,0,5694,8166,0,0,0,0,358,61000,160298,0,4211,2255,10408,22859,10169,380,214433,205,14483,160766,0,0,0,1488,1324,0,0,0,4100,6770,473,102434,18965,3340,0,15132,91789,0,0,11519,0,10764,0,1091,39587,2893,0,9076,380262,9158,84144,0,8278,12438,60286,1115,20072,67555,0,267,164431,1551,0,259,0,476,1492,0,0,99546,343,57608,7050,0,0,0,289,3894,0,0,62160,0,88310,1675,0
"Ruminococcus",77988,29064,19641,15580,23374,140198,37680,20778,28245,36289,14086,6349,1406,74720,22476,0,11366,5040,10143,20151,5220,78074,42721,0,103318,15769,85856,3679,22360,30935,11779,114788,187621,3766,31352,0,202832,28309,83527,24639,115497,7175,2072,50453,0,0,29523,14542,20624,32224,2999,7023,0,19857,111068,22257,34029,244564,13338,27544,41535,42883,19883,29141,257590,29563,5272,15931,26495,15418,34209,34603,0,50281,0,16264,41845,27730,124822,12598,52601,44049,31905,65349,5091,94642,936,192485,18072,64410,0,58405,33083,2992,0,47664,116193,3709,485,4415
"Ruthenibacterium",7157,4162,2381,874,2924,2062,5188,3007,0,1574,33345,1747,3472,4095,1452,12930,0,9624,2907,9346,13836,1246,2093,1313,721,124,3993,856,8243,3659,2776,5342,5043,4231,621,0,3374,0,0,1533,1941,0,0,1705,129001,10755,4780,199,1064,1088,85,7370,0,5709,8729,11026,2326,9876,1175,0,23030,0,1702,5437,351,6400,0,10899,1601,1052,0,3973,80,0,3063,0,0,135977,2511,0,326,28673,10243,1828,7218,723,6168,3133,4829,0,1086,5357,40,2924,4901,0,1682,2047,0,5203
"Absiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Stoquefichus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catenibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,1286,0,0,0,0,5732,0,1523,0,0,0,0,0,0,14153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,0,0,2320,0
"Coprobacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dielma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erysipelatoclostridium",0,0,0,0,1438,0,0,0,0,0,0,0,0,0,0,3237,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,0,0,0,4307,0,0,0,0,0,0,0,0,0,0,18627,2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,1269,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
"Faecalicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faecalitalea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2719,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holdemanella",0,0,0,0,0,0,0,0,0,0,0,0,0,626,0,0,0,0,0,0,0,41163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,20610,0,0,0,0,0,0,0,0,0,0,0,0,6137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12767,0,3782,0,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,6026,0,0,0
"Holdemania",0,2533,0,0,2427,0,0,0,0,0,0,0,71,144,1082,9062,0,0,0,0,0,0,0,0,0,0,679,0,0,0,0,0,0,1433,0,0,0,2409,0,0,0,0,0,1534,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230,475,0,1546,0,0,0,0,0,0,944,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,542,0,0,0,0,0,0,0,350
"Massiliomicrobiota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turicibacter",0,0,0,0,3249,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Firmicutes_unclassified",2416,750,2052,1314,0,17010,3770,1593,1617,16467,59524,503,0,3442,8295,0,2646,14340,8225,19198,22992,2969,580,25227,775,27654,5470,6113,3959,9217,1585,1009,0,13167,28530,470,21421,26995,3596,1063,157712,1216,0,1796,122490,0,1152,41606,6457,5978,48297,5458,3343,3946,44324,3516,46201,14624,0,834,58076,9696,2465,28183,1007,0,16340,656,9389,11872,0,2974,1367,4735,2297,3386,4166,1777,2168,286,19473,7417,29889,4061,66,23476,30610,5671,2343,3409,0,14273,2033,1134,0,7926,484,3912,38580,442
"Acidaminococcus",0,0,0,0,3999,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11862,0,0,0,0,0,0,0,0,0,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30008,0,0,0,0,7297,0,136,0,0,0,5822,0,0,0,0,0,0,0,20452,0,0,0,0,0,0,0,0,0
"Phascolarctobacterium",0,2933,2517,6380,0,0,0,0,10125,12334,0,307,6078,72,17877,0,73,10078,0,3924,8374,1342,6738,0,0,16548,0,2606,4943,40269,1105,3010,0,11524,0,26073,4998,0,9565,18080,8620,31643,7328,0,18827,0,9833,0,0,0,0,575,12707,0,1284,7237,0,0,2162,8906,0,770,11144,11220,0,0,0,5109,1392,0,8494,12710,5131,4951,8552,0,0,0,5245,9992,33,19899,0,17105,148,0,2022,0,7195,0,465,12837,7437,0,36648,11716,0,4779,0,0
"Megamonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mitsuokella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0
"Allisonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister",0,0,51,0,0,5272,0,2883,0,0,0,337,0,0,0,1573,4534,0,0,0,0,0,0,1154,3755,0,65202,20552,0,0,1636,0,612,0,0,0,0,0,0,0,0,0,0,199,0,0,0,629,0,2183,75122,0,0,1197,0,0,8207,11397,0,0,18794,0,0,0,32831,0,258,0,0,0,444,0,0,0,0,265,0,6828,0,0,0,0,587,0,150,0,0,893,0,3165,6709,0,0,52,0,6018,8642,0,0,303
"Megasphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella",0,638,0,0,3058,0,0,0,326,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,230,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2869,0,0,0,0,1188,0,0,0,0,0,0,13545,0,0,0,0,0,6362,0,878,0,0,470,3983,0,0,1184
"Fusobacterium",0,0,0,0,0,7496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6492,0,0,0,0,7251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptotrichia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sneathia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Victivallis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4126,1289,0,0,0,1608,0,0,0,663,0,0,67,0,0,0,0,0,0,0,0,0,1987,0,0,0,0,0,0,0,0,7399,9740,0,1931,0,0,0,0,0,0,1639,0,0,0,0,0,0,0,0,0,0,2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Comamonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oxalobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,0,0,0,1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4131,0,0,0,0,0,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parasutterella",2058,0,3362,4765,57396,39210,3410,2774,0,1032,3525,10162,0,0,34043,70908,0,19919,0,19914,39,546,0,6324,9743,0,0,0,543,0,2323,16794,0,4581,0,0,114,0,2609,6647,11802,0,23544,0,0,13543,0,1299,0,625,0,118,0,12908,0,10504,0,20934,23528,0,3217,0,2342,116,7553,37144,16592,0,869,9410,886,1129,0,8627,0,0,0,0,0,45393,0,0,684,11639,6034,0,274,0,37993,0,0,0,24388,0,0,0,6449,390,0,41903
"Sutterella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turicimonas",0,18288,2084,381,0,0,0,245,0,0,0,659,0,0,380,2325,0,2658,0,0,0,0,0,122,0,0,0,0,0,0,0,943,0,0,0,0,0,0,0,0,775,0,1667,0,0,593,0,0,0,0,0,0,0,0,0,491,0,1306,586,0,0,0,0,0,0,2614,1901,0,0,0,0,0,0,661,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,10096,0,0,0,0,0,961,0,0,0
"Bilophila",144,3638,1248,645,1569,9494,0,0,2456,0,0,0,1413,1429,1561,0,0,1492,0,925,4537,1642,0,720,0,0,0,0,4559,0,554,0,354,412,3097,0,0,0,1262,5700,0,0,17068,0,0,11839,5066,0,3520,0,0,0,0,7512,2455,0,2553,0,1551,0,1383,2071,0,489,337,14531,0,0,0,1621,1121,0,4907,422,1592,505,0,0,0,0,0,2738,419,4195,3442,211,0,2883,0,362,0,0,1888,0,0,2394,0,4286,0,3348
"Desulfovibrionaceae_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5029,0,0,0
